year,quarter,gouvernorat,gender,education,metric,unit,value,source,is_post_revolution,is_covid_period,is_recent,gender_encoded,education_encoded,is_national,metric_encoded,is_augmented,quarter_num,value_normalized
2015,,Tunis,female,all,count_thousands,count,35.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0437
2016,,Tunis,male,all,count_thousands,count,51.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0637
2016,,Tunis,female,all,count_thousands,count,35.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0433
2007,,Sfax,male,all,count_thousands,count,18.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.022
2007,,Sfax,female,all,count_thousands,count,12.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0141
2008,,Sfax,male,all,count_thousands,count,20.5,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0242
2008,,Sfax,female,all,count_thousands,count,14.0,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0159
2009,,Sfax,male,all,count_thousands,count,23.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0284
2009,,Sfax,female,all,count_thousands,count,16.5,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.019
2010,,Sfax,male,all,count_thousands,count,16.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0188
2010,,Sfax,female,all,count_thousands,count,10.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0118
2012,,Sfax,male,all,count_thousands,count,24.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0291
2012,,Sfax,female,all,count_thousands,count,17.4,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0202
2013,,Sfax,male,all,count_thousands,count,23.7,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0283
2013,,Sfax,female,all,count_thousands,count,15.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0179
2014,,Sfax,male,all,count_thousands,count,24.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0298
2014,,Sfax,female,all,count_thousands,count,16.1,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0185
2015,,Sfax,male,all,count_thousands,count,16.8,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0194
2015,,Sfax,female,all,count_thousands,count,13.0,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0146
2016,,Sfax,male,all,count_thousands,count,20.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.024
2016,,Sfax,female,all,count_thousands,count,14.1,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.016
2007,,Ben Arous,male,all,count_thousands,count,16.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0196
2007,,Ben Arous,female,all,count_thousands,count,11.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0125
2008,,Ben Arous,male,all,count_thousands,count,15.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0183
2008,,Ben Arous,female,all,count_thousands,count,10.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0111
2009,,Ben Arous,male,all,count_thousands,count,17.0,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0197
2009,,Ben Arous,female,all,count_thousands,count,11.2,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0123
2010,,Ben Arous,male,all,count_thousands,count,15.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0183
2010,,Ben Arous,female,all,count_thousands,count,10.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0118
2012,,Ben Arous,male,all,count_thousands,count,25.2,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0302
2012,,Ben Arous,female,all,count_thousands,count,18.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0217
2013,,Ben Arous,male,all,count_thousands,count,23.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0277
2013,,Ben Arous,female,all,count_thousands,count,16.7,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0193
2014,,Ben Arous,male,all,count_thousands,count,19.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0226
2014,,Ben Arous,female,all,count_thousands,count,13.9,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0157
2015,,Ben Arous,male,all,count_thousands,count,29.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0357
2015,,Ben Arous,female,all,count_thousands,count,20.0,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0235
2016,,Ben Arous,male,all,count_thousands,count,28.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0344
2016,,Ben Arous,female,all,count_thousands,count,19.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0225
2007,,Nabeul,male,all,count_thousands,count,15.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0176
2007,,Nabeul,female,all,count_thousands,count,9.5,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0101
2008,,Nabeul,male,all,count_thousands,count,13.1,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0147
2008,,Nabeul,female,all,count_thousands,count,8.9,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0093
2009,,Nabeul,male,all,count_thousands,count,20.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.024
2009,,Nabeul,female,all,count_thousands,count,14.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0162
2010,,Nabeul,male,all,count_thousands,count,21.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0252
2010,,Nabeul,female,all,count_thousands,count,14.5,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0165
2012,,Nabeul,male,all,count_thousands,count,26.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0316
2012,,Nabeul,female,all,count_thousands,count,18.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0217
2013,,Nabeul,male,all,count_thousands,count,18.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0221
2013,,Nabeul,female,all,count_thousands,count,13.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0152
2014,,Nabeul,male,all,count_thousands,count,20.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.024
2014,,Nabeul,female,all,count_thousands,count,13.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0153
2015,,Nabeul,male,all,count_thousands,count,21.0,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0248
2015,,Nabeul,female,all,count_thousands,count,14.7,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0167
2016,,Nabeul,male,all,count_thousands,count,18.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0217
2016,,Nabeul,female,all,count_thousands,count,14.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0166
2007,,Jendouba,male,all,count_thousands,count,14.5,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0165
2007,,Jendouba,female,all,count_thousands,count,9.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.01
2008,,Jendouba,male,all,count_thousands,count,15.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0174
2008,,Jendouba,female,all,count_thousands,count,10.7,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0116
2009,,Jendouba,male,all,count_thousands,count,16.6,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0192
2009,,Jendouba,female,all,count_thousands,count,11.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.013
2010,,Jendouba,male,all,count_thousands,count,14.6,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0166
2010,,Jendouba,female,all,count_thousands,count,9.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0105
2012,,Jendouba,male,all,count_thousands,count,14.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0166
2012,,Jendouba,female,all,count_thousands,count,9.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0102
2013,,Jendouba,male,all,count_thousands,count,14.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.017
2013,,Jendouba,female,all,count_thousands,count,9.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0101
2014,,Jendouba,male,all,count_thousands,count,17.7,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0206
2014,,Jendouba,female,all,count_thousands,count,11.7,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0129
2015,,Jendouba,male,all,count_thousands,count,14.2,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0161
2015,,Jendouba,female,all,count_thousands,count,8.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0092
2016,,Jendouba,male,all,count_thousands,count,14.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0164
2016,,Jendouba,female,all,count_thousands,count,9.9,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0106
2007,,Sousse,male,all,count_thousands,count,14.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0162
2007,,Sousse,female,all,count_thousands,count,10.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0113
2008,,Sousse,male,all,count_thousands,count,19.7,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0231
2008,,Sousse,female,all,count_thousands,count,13.9,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0157
2009,,Sousse,male,all,count_thousands,count,19.1,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0224
2009,,Sousse,female,all,count_thousands,count,12.7,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0142
2010,,Sousse,male,all,count_thousands,count,16.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0194
2010,,Sousse,female,all,count_thousands,count,11.7,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0129
2012,,Sousse,male,all,count_thousands,count,22.8,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0271
2012,,Sousse,female,all,count_thousands,count,15.4,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0176
2013,,Sousse,male,all,count_thousands,count,20.2,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0238
2013,,Sousse,female,all,count_thousands,count,14.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0165
2014,,Sousse,male,all,count_thousands,count,15.1,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0173
2014,,Sousse,female,all,count_thousands,count,11.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0124
2015,,Sousse,male,all,count_thousands,count,14.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.017
2015,,Sousse,female,all,count_thousands,count,9.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0101
2016,,Sousse,male,all,count_thousands,count,17.0,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0197
2016,,Sousse,female,all,count_thousands,count,11.4,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0125
2007,,Bizerte,male,all,count_thousands,count,13.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.015
2007,,Bizerte,female,all,count_thousands,count,9.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.01
2008,,Bizerte,male,all,count_thousands,count,8.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0092
2008,,Bizerte,female,all,count_thousands,count,6.5,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0063
2009,,Bizerte,male,all,count_thousands,count,15.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0176
2009,,Bizerte,female,all,count_thousands,count,10.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0118
2010,,Bizerte,male,all,count_thousands,count,16.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0187
2010,,Bizerte,female,all,count_thousands,count,10.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0115
2012,,Bizerte,male,all,count_thousands,count,15.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0183
2012,,Bizerte,female,all,count_thousands,count,10.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0115
2013,,Bizerte,male,all,count_thousands,count,14.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0162
2013,,Bizerte,female,all,count_thousands,count,9.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0098
2014,,Bizerte,male,all,count_thousands,count,18.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0217
2014,,Bizerte,female,all,count_thousands,count,11.7,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0129
2015,,Bizerte,male,all,count_thousands,count,11.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0128
2015,,Bizerte,female,all,count_thousands,count,7.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0077
2016,,Bizerte,male,all,count_thousands,count,12.1,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0134
2016,,Bizerte,female,all,count_thousands,count,8.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0086
2007,,L'Ariana,male,all,count_thousands,count,13.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0148
2007,,L'Ariana,female,all,count_thousands,count,9.1,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0096
2008,,L'Ariana,male,all,count_thousands,count,11.1,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0121
2008,,L'Ariana,female,all,count_thousands,count,8.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0087
2009,,L'Ariana,male,all,count_thousands,count,12.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0137
2009,,L'Ariana,female,all,count_thousands,count,8.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0089
2010,,L'Ariana,male,all,count_thousands,count,13.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.015
2010,,L'Ariana,female,all,count_thousands,count,8.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0092
2012,,L'Ariana,male,all,count_thousands,count,17.1,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0198
2012,,L'Ariana,female,all,count_thousands,count,11.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0124
2013,,L'Ariana,male,all,count_thousands,count,14.1,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.016
2013,,L'Ariana,female,all,count_thousands,count,10.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.011
2014,,L'Ariana,male,all,count_thousands,count,15.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0175
2014,,L'Ariana,female,all,count_thousands,count,10.1,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0109
2015,,L'Ariana,male,all,count_thousands,count,17.8,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0207
2015,,L'Ariana,female,all,count_thousands,count,12.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0136
2016,,L'Ariana,male,all,count_thousands,count,17.1,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0198
2016,,L'Ariana,female,all,count_thousands,count,11.4,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0125
2007,,Kasserine,male,all,count_thousands,count,13.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0148
2007,,Kasserine,female,all,count_thousands,count,9.1,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0096
2008,,Kasserine,male,all,count_thousands,count,16.5,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.019
2008,,Kasserine,female,all,count_thousands,count,12.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0138
2009,,Kasserine,male,all,count_thousands,count,13.6,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0153
2009,,Kasserine,female,all,count_thousands,count,9.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0098
2010,,Kasserine,male,all,count_thousands,count,15.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0183
2010,,Kasserine,female,all,count_thousands,count,10.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0115
2012,,Kasserine,male,all,count_thousands,count,20.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.024
2012,,Kasserine,female,all,count_thousands,count,13.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0152
2013,,Kasserine,male,all,count_thousands,count,16.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0188
2013,,Kasserine,female,all,count_thousands,count,11.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0127
2014,,Kasserine,male,all,count_thousands,count,16.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.019
2014,,Kasserine,female,all,count_thousands,count,11.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.013
2015,,Kasserine,male,all,count_thousands,count,16.0,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0184
2015,,Kasserine,female,all,count_thousands,count,10.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0118
2016,,Kasserine,male,all,count_thousands,count,16.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0192
2016,,Kasserine,female,all,count_thousands,count,10.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0114
2007,,Manouba,male,all,count_thousands,count,11.6,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0128
2007,,Manouba,female,all,count_thousands,count,8.1,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0083
2008,,Manouba,male,all,count_thousands,count,11.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0125
2008,,Manouba,female,all,count_thousands,count,7.4,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0074
2009,,Manouba,male,all,count_thousands,count,13.1,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0147
2009,,Manouba,female,all,count_thousands,count,8.2,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0084
2010,,Manouba,male,all,count_thousands,count,13.0,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0146
2010,,Manouba,female,all,count_thousands,count,8.7,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0091
2012,,Manouba,male,all,count_thousands,count,22.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0268
2012,,Manouba,female,all,count_thousands,count,16.9,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0196
2013,,Manouba,male,all,count_thousands,count,15.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0175
2013,,Manouba,female,all,count_thousands,count,11.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0124
2014,,Manouba,male,all,count_thousands,count,15.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0178
2014,,Manouba,female,all,count_thousands,count,9.9,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0106
2015,,Manouba,male,all,count_thousands,count,20.7,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0244
2015,,Manouba,female,all,count_thousands,count,13.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0148
2016,,Manouba,male,all,count_thousands,count,19.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0234
2016,,Manouba,female,all,count_thousands,count,13.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0152
2007,,Mahdia,male,all,count_thousands,count,11.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0123
2007,,Mahdia,female,all,count_thousands,count,7.9,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0081
2008,,Mahdia,male,all,count_thousands,count,9.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0105
2008,,Mahdia,female,all,count_thousands,count,6.0,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0056
2009,,Mahdia,male,all,count_thousands,count,11.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0132
2009,,Mahdia,female,all,count_thousands,count,7.2,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0072
2010,,Mahdia,male,all,count_thousands,count,9.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0098
2010,,Mahdia,female,all,count_thousands,count,6.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.006
2012,,Mahdia,male,all,count_thousands,count,14.2,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0161
2012,,Mahdia,female,all,count_thousands,count,10.0,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0107
2013,,Mahdia,male,all,count_thousands,count,11.9,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0132
2013,,Mahdia,female,all,count_thousands,count,8.4,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0087
2014,,Mahdia,male,all,count_thousands,count,8.8,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0092
2014,,Mahdia,female,all,count_thousands,count,6.3,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.006
2015,,Mahdia,male,all,count_thousands,count,10.0,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0107
2015,,Mahdia,female,all,count_thousands,count,6.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0066
2016,,Mahdia,male,all,count_thousands,count,10.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0114
2016,,Mahdia,female,all,count_thousands,count,7.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0072
2007,,Medenine,male,all,count_thousands,count,9.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.01
2007,,Medenine,female,all,count_thousands,count,6.7,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0065
2008,,Medenine,male,all,count_thousands,count,9.9,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0106
2008,,Medenine,female,all,count_thousands,count,6.9,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0068
2009,,Medenine,male,all,count_thousands,count,9.1,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0096
2009,,Medenine,female,all,count_thousands,count,6.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.006
2010,,Medenine,male,all,count_thousands,count,11.3,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0124
2010,,Medenine,female,all,count_thousands,count,7.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0079
2012,,Medenine,male,all,count_thousands,count,17.8,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0207
2012,,Medenine,female,all,count_thousands,count,12.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0143
2013,,Medenine,male,all,count_thousands,count,18.7,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0219
2013,,Medenine,female,all,count_thousands,count,13.0,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0146
2014,,Medenine,male,all,count_thousands,count,13.4,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0151
2014,,Medenine,female,all,count_thousands,count,8.9,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0093
2015,,Medenine,male,all,count_thousands,count,17.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0203
2015,,Medenine,female,all,count_thousands,count,12.1,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0134
2016,,Medenine,male,all,count_thousands,count,19.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.023
2016,,Medenine,female,all,count_thousands,count,13.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0148
2007,,Kairouan,male,all,count_thousands,count,9.4,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.01
2007,,Kairouan,female,all,count_thousands,count,6.9,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0068
2008,,Kairouan,male,all,count_thousands,count,8.5,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0088
2008,,Kairouan,female,all,count_thousands,count,5.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0051
2009,,Kairouan,male,all,count_thousands,count,11.0,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.012
2009,,Kairouan,female,all,count_thousands,count,7.2,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0072
2010,,Kairouan,male,all,count_thousands,count,11.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.013
2010,,Kairouan,female,all,count_thousands,count,7.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0079
2012,,Kairouan,male,all,count_thousands,count,16.6,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0192
2012,,Kairouan,female,all,count_thousands,count,11.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0127
2013,,Kairouan,male,all,count_thousands,count,19.0,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0222
2013,,Kairouan,female,all,count_thousands,count,13.1,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0147
2014,,Kairouan,male,all,count_thousands,count,15.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0175
2014,,Kairouan,female,all,count_thousands,count,11.0,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.012
2015,,Kairouan,male,all,count_thousands,count,18.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0216
2015,,Kairouan,female,all,count_thousands,count,12.8,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0143
2016,,Kairouan,male,all,count_thousands,count,16.5,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.019
2016,,Kairouan,female,all,count_thousands,count,11.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0123
2007,,Monastir,male,all,count_thousands,count,8.8,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0092
2007,,Monastir,female,all,count_thousands,count,6.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.006
2008,,Monastir,male,all,count_thousands,count,9.2,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0097
2008,,Monastir,female,all,count_thousands,count,6.3,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.006
2009,,Monastir,male,all,count_thousands,count,10.0,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0107
2009,,Monastir,female,all,count_thousands,count,6.8,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0066
2010,,Monastir,male,all,count_thousands,count,6.0,regional_gender_synthetic,0,0,0,1,0,0,0,1,0,0.0056
2010,,Monastir,female,all,count_thousands,count,4.6,regional_gender_synthetic,0,0,0,2,0,0,0,1,0,0.0038
2012,,Monastir,male,all,count_thousands,count,6.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.006
2012,,Monastir,female,all,count_thousands,count,4.5,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0037
2013,,Monastir,male,all,count_thousands,count,10.3,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.0111
2013,,Monastir,female,all,count_thousands,count,6.2,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0059
2014,,Monastir,male,all,count_thousands,count,10.2,regional_gender_synthetic,1,0,0,1,0,0,0,1,0,0.011
2014,,Monastir,female,all,count_thousands,count,7.6,regional_gender_synthetic,1,0,0,2,0,0,0,1,0,0.0077
